date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
"2024-12-31","252.44","253.28","249.43","250.42","250.14","39480718","39480718","-2.02","-0.80019","251.3925","December 31, 24","-0.0080019",
"2023-04-14","164.59","166.32","163.82","165.21","163.56","49386500","49386500","0.62","0.37669","164.985","April 14, 23","0.0037669",
"2023-04-13","161.63","165.8","161.42","165.56","163.91","68445649","68445649","3.93","2.43","163.6025","April 13, 23","0.0243",
"2023-04-12","161.22","162.06","159.78","160.1","158.5","50133100","50133100","-1.12","-0.6947","160.79","April 12, 23","-0.006947",
"2023-04-11","162.35","162.36","160.51","160.8","159.19","47644217","47644217","-1.55","-0.95473","161.505","April 11, 23","-0.0095473",
"2023-04-10","161.42","162.03","160.08","162.03","160.41","47716900","47716900","0.61","0.3779","161.39","April 10, 23","0.003779",
"2023-04-06","162.43","164.96","162","164.66","163.02","45390123","45390123","2.23","1.37","163.5125","April 06, 23","0.0137",
"2023-04-05","164.74","165.05","161.8","163.76","162.13","51511744","51511744","-0.98","-0.59488","163.8375","April 05, 23","-0.0059488",
"2023-04-04","166.6","166.84","165.11","165.63","163.98","46278300","46278300","-0.965","-0.58223","166.045","April 04, 23","-0.0058223",
"2023-04-03","164.27","166.29","164.22","166.17","164.51","56976200","56976200","1.9","1.16","165.2375","April 03, 23","0.0116",
"2023-03-31","162.44","165","161.91","164.9","163.25","68749800","68749800","2.46","1.51","163.5625","March 31, 23","0.0151",
"2023-03-30","161.53","162.47","161.27","162.36","160.74","49501700","49501700","0.83","0.51384","161.9075","March 30, 23","0.0051384",
"2023-03-29","159.37","161.05","159.35","160.77","159.16","51305700","51305700","1.4","0.87846","160.135","March 29, 23","0.0087846",
"2023-03-28","157.97","158.49","155.98","157.65","156.08","45992200","45992200","-0.32","-0.20257","157.5225","March 28, 23","-0.0020257",
"2023-03-27","159.94","160.77","157.87","158.28","156.7","52390300","52390300","-1.66","-1.04","159.215","March 27, 23","-0.0104",
"2023-03-24","158.86","160.34","157.85","160.25","158.65","59256343","59256343","1.39","0.87498","159.325","March 24, 23","0.0087498",
"2023-03-23","158.83","161.55","157.68","158.93","157.34","67622100","67622100","0.1","0.0629604","159.2475","March 23, 23","0.000629604",
"2023-03-22","159.3","162.14","157.81","157.83","156.25","75701811","75701811","-1.47","-0.92279","159.27","March 22, 23","-0.0092279",
"2023-03-21","157.32","159.4","156.54","159.28","157.69","73938300","73938300","1.96","1.25","158.135","March 21, 23","0.0125",
"2023-03-20","155.07","157.82","154.15","157.4","155.83","73641415","73641415","2.33","1.5","156.11","March 20, 23","0.015",
"2023-03-17","156.08","156.74","154.28","155","153.45","98944633","98944633","-1.08","-0.69195","155.525","March 17, 23","-0.0069195",
"2023-03-16","152.16","156.46","151.64","155.85","154.29","76254419","76254419","3.69","2.43","154.0275","March 16, 23","0.0243",
"2023-03-15","151.19","153.25","149.92","152.99","151.46","77167900","77167900","1.8","1.19","151.8375","March 15, 23","0.0119",
"2023-03-14","151.28","153.4","150.1","152.59","151.07","73695900","73695900","1.31","0.86594","151.8425","March 14, 23","0.0086594",
"2023-03-13","147.81","153.14","147.7","150.47","148.97","84457122","84457122","2.66","1.8","149.78","March 13, 23","0.018",
"2023-03-10","150.21","150.94","147.61","148.5","147.02","68572400","68572400","-1.71","-1.14","149.315","March 10, 23","-0.0114",
"2023-03-09","153.56","154.54","150.23","150.59","149.09","53833600","53833600","-2.97","-1.93","152.23","March 09, 23","-0.0193",
"2023-03-08","152.81","153.47","151.83","152.87","151.34","47204800","47204800","0.06","0.03926445","152.745","March 08, 23","0.0003926445",
"2023-03-07","153.7","154.03","151.13","151.6","150.09","56182028","56182028","-2.1","-1.37","152.615","March 07, 23","-0.0137",
"2023-03-06","153.79","156.3","153.46","153.83","152.29","87558028","87558028","0.045","0.02600949","154.345","March 06, 23","0.0002600949",
"2023-03-03","148.04","151.11","147.33","151.03","149.52","70732300","70732300","2.99","2.02","149.3775","March 03, 23","0.0202",
"2023-03-02","144.38","146.71","143.9","145.91","144.45","52279761","52279761","1.53","1.06","145.225","March 02, 23","0.0106",
"2023-03-01","146.83","147.23","145.01","145.31","143.86","55479000","55479000","-1.52","-1.04","146.095","March 01, 23","-0.0104",
"2023-02-28","147.05","149.08","146.83","147.41","145.94","50547000","50547000","0.36","0.24481","147.5925","February 28, 23","0.0024481",
"2023-02-27","147.71","149.17","147.45","147.92","146.44","44998500","44998500","0.21","0.14217","148.0625","February 27, 23","0.0014217",
"2023-02-24","147.11","147.19","145.72","146.71","145.25","55469606","55469606","-0.4","-0.27191","146.6825","February 24, 23","-0.0027191",
"2023-02-23","150.09","150.34","147.24","149.4","147.91","48394249","48394249","-0.69","-0.45972","149.2675","February 23, 23","-0.0045972",
"2023-02-22","148.87","149.95","147.16","148.91","147.42","51011305","51011305","0.04","0.02686908","148.7225","February 22, 23","0.0002686908",
"2023-02-21","150.2","151.3","148.41","148.48","147","58867230","58867230","-1.72","-1.15","149.5975","February 21, 23","-0.0115",
"2023-02-17","152.35","153","150.85","152.55","151.03","59144118","59144118","0.2","0.13128","152.1875","February 17, 23","0.0013128",
"2023-02-16","153.51","156.33","153.35","153.71","152.18","68167942","68167942","0.2","0.13028","154.225","February 16, 23","0.0013028",
"2023-02-15","153.11","155.5","152.88","155.33","153.78","65669252","65669252","2.22","1.45","154.205","February 15, 23","0.0145",
"2023-02-14","152.12","153.77","150.86","153.2","151.67","61707600","61707600","1.08","0.70997","152.4875","February 14, 23","0.0070997",
"2023-02-13","150.95","154.26","150.92","153.85","152.31","62199013","62199013","2.9","1.92","152.495","February 13, 23","0.0192",
"2023-02-10","149.46","151.34","149.22","151.01","149.5","57450708","57450708","1.55","1.04","150.2575","February 10, 23","0.0104",
"2023-02-09","153.78","154.33","150.42","150.87","149.14","56007143","56007143","-2.91","-1.89","152.35","February 09, 23","-0.0189",
"2023-02-08","153.88","154.58","151.17","151.92","150.17","64120100","64120100","-1.96","-1.27","152.8875","February 08, 23","-0.0127",
"2023-02-07","150.64","155.23","150.64","154.65","152.87","83322600","83322600","4.01","2.66","152.79","February 07, 23","0.0266",
"2023-02-06","152.57","153.1","150.78","151.73","149.99","69858306","69858306","-0.845","-0.55057","152.045","February 06, 23","-0.0055057",
"2023-02-03","148.03","157.38","147.83","154.5","152.72","154357337","154357337","6.47","4.37","151.935","February 03, 23","0.0437",
"2023-02-02","148.9","151.18","148.17","150.82","149.09","118339000","118339000","1.92","1.29","149.7675","February 02, 23","0.0129",
"2023-02-01","143.97","146.61","141.32","145.43","143.76","77663633","77663633","1.46","1.01","144.3325","February 01, 23","0.0101",
"2023-01-31","142.7","144.34","142.28","144.29","142.63","65874500","65874500","1.59","1.11","143.4025","January 31, 23","0.0111",
"2023-01-30","144.96","145.55","142.85","143","141.36","64015300","64015300","-1.96","-1.35","144.09","January 30, 23","-0.0135",
"2023-01-27","143.16","147.23","143.08","145.93","144.25","70555843","70555843","2.78","1.93","144.85","January 27, 23","0.0193",
"2023-01-26","143.17","144.25","141.9","143.96","142.31","54105100","54105100","0.79","0.55179","143.32","January 26, 23","0.0055179",
"2023-01-25","140.89","142.43","138.81","141.86","140.23","65799349","65799349","0.97","0.68848","140.9975","January 25, 23","0.0068848",
"2023-01-24","140.31","143.16","140.3","142.53","140.89","66435142","66435142","2.22","1.58","141.575","January 24, 23","0.0158",
"2023-01-23","138.12","143.32","137.9","141.11","139.49","81760313","81760313","2.99","2.16","140.1125","January 23, 23","0.0216",
"2023-01-20","135.28","138.02","134.22","137.87","136.29","80223626","80223626","2.59","1.91","136.3475","January 20, 23","0.0191",
"2023-01-19","134.08","136.25","133.77","135.27","133.72","58280413","58280413","1.19","0.88753","134.8425","January 19, 23","0.0088753",
"2023-01-18","136.82","138.61","135.03","135.21","133.66","69672800","69672800","-1.6","-1.18","136.4175","January 18, 23","-0.0118",
"2023-01-17","134.83","137.29","134.13","135.94","134.38","63646627","63646627","1.11","0.82326","135.5475","January 17, 23","0.0082326",
"2023-01-13","132.03","134.92","131.66","134.76","133.21","57809719","57809719","2.73","2.07","133.3425","January 13, 23","0.0207",
"2023-01-12","133.88","134.26","131.44","133.41","131.88","71379648","71379648","-0.47","-0.35106","133.2475","January 12, 23","-0.0035106",
"2023-01-11","131.25","133.51","130.46","133.49","131.96","69458949","69458949","2.24","1.71","132.1775","January 11, 23","0.0171",
"2023-01-10","130.26","131.26","128.12","130.73","129.23","63896200","63896200","0.47","0.36082","130.0925","January 10, 23","0.0036082",
"2023-01-09","130.47","133.41","129.89","130.15","128.65","70790813","70790813","-0.315","-0.24527","130.98","January 09, 23","-0.0024527",
"2023-01-06","126.01","130.29","124.89","129.62","128.13","87754715","87754715","3.61","2.86","127.7025","January 06, 23","0.0286",
"2023-01-05","127.13","127.77","124.76","125.02","123.58","80962708","80962708","-2.11","-1.66","126.17","January 05, 23","-0.0166",
"2023-01-04","126.89","128.66","125.08","126.36","124.91","89113633","89113633","-0.53","-0.41768","126.7475","January 04, 23","-0.0041768",
"2023-01-03","130.28","130.9","124.17","125.07","123.63","112117500","112117500","-5.21","-4","127.605","January 03, 23","-0.04",
"2022-12-30","128.41","129.95","127.43","129.93","128.44","77034209","77034209","1.52","1.18","128.93","December 30, 22","0.0118",
"2022-12-29","127.99","130.48","127.73","129.61","128.12","75703710","75703710","1.62","1.27","128.9525","December 29, 22","0.0127",
"2022-12-28","129.67","131.03","125.87","126.04","124.59","85438400","85438400","-3.63","-2.8","128.1525","December 28, 22","-0.028",
"2022-12-27","131.38","131.41","128.72","130.03","128.54","69007830","69007830","-1.35","-1.03","130.385","December 27, 22","-0.0103",
"2022-12-23","130.92","132.42","129.64","131.86","130.34","63814900","63814900","0.94","0.718","131.21","December 23, 22","0.00718",
"2022-12-22","134.35","134.56","130.3","132.23","130.71","77852108","77852108","-2.12","-1.58","132.86","December 22, 22","-0.0158",
"2022-12-21","132.98","136.81","132.75","135.45","133.89","85928000","85928000","2.47","1.86","134.4975","December 21, 22","0.0186",
"2022-12-20","131.39","133.25","129.89","132.3","130.78","77432819","77432819","0.91","0.69259","131.7075","December 20, 22","0.0069259",
"2022-12-19","135.11","135.2","131.32","132.37","130.85","79592614","79592614","-2.74","-2.03","133.5","December 19, 22","-0.0203",
"2022-12-16","136.69","137.65","133.73","134.51","132.96","160156900","160156900","-2.18","-1.59","135.645","December 16, 22","-0.0159",
"2022-12-15","141.11","141.8","136.03","136.5","134.93","98931907","98931907","-4.61","-3.27","138.86","December 15, 22","-0.0327",
"2022-12-14","145.35","146.66","141.16","143.21","141.56","82291200","82291200","-2.14","-1.47","144.095","December 14, 22","-0.0147",
"2022-12-13","149.5","149.97","144.24","145.47","143.8","93886200","93886200","-4.03","-2.7","147.295","December 13, 22","-0.027",
"2022-12-12","142.7","144.5","141.06","144.49","142.83","70462700","70462700","1.79","1.25","143.1875","December 12, 22","0.0125",
"2022-12-09","142.34","145.57","140.9","142.16","140.53","76097011","76097011","-0.18","-0.12646","142.7425","December 09, 22","-0.0012646",
"2022-12-08","142.36","143.52","141.1","142.65","141.01","62128338","62128338","0.29","0.20371","142.4075","December 08, 22","0.0020371",
"2022-12-07","142.19","143.37","140","140.94","139.32","69721100","69721100","-1.25","-0.87911","141.625","December 07, 22","-0.0087911",
"2022-12-06","147.07","147.3","141.92","142.91","141.27","64727200","64727200","-4.16","-2.83","144.8","December 06, 22","-0.0283",
"2022-12-05","147.77","150.92","145.77","146.63","144.94","68826442","68826442","-1.14","-0.77147","147.7725","December 05, 22","-0.0077147",
"2022-12-02","145.96","148","145.65","147.81","146.11","65447446","65447446","1.85","1.27","146.855","December 02, 22","0.0127",
"2022-12-01","148.21","149.13","146.61","148.31","146.61","71250416","71250416","0.1","0.06747183","148.065","December 01, 22","0.0006747183",
"2022-11-30","141.4","148.72","140.55","148.03","146.33","111380900","111380900","6.63","4.69","144.675","November 30, 22","0.0469",
"2022-11-29","144.29","144.81","140.35","141.17","139.55","83763803","83763803","-3.12","-2.16","142.655","November 29, 22","-0.0216",
"2022-11-28","145.14","146.64","143.38","144.22","142.56","69346522","69346522","-0.92","-0.63387","144.845","November 28, 22","-0.0063387",
"2022-11-25","148.31","148.88","147.12","148.11","146.41","35195900","35195900","-0.195","-0.13485","148.105","November 25, 22","-0.0013485",
"2022-11-23","149.45","151.83","149.34","151.07","149.33","58301400","58301400","1.62","1.08","150.4225","November 23, 22","0.0108",
"2022-11-22","148.13","150.42","146.93","150.18","148.45","51804132","51804132","2.05","1.38","148.915","November 22, 22","0.0138",
"2022-11-21","150.16","150.37","147.72","148.01","146.31","58724100","58724100","-2.15","-1.43","149.065","November 21, 22","-0.0143",
"2022-11-18","152.31","152.7","149.97","151.29","149.55","74829600","74829600","-1.02","-0.66969","151.5675","November 18, 22","-0.0066969",
"2022-11-17","146.43","151.48","146.15","150.72","148.99","80389400","80389400","4.29","2.93","148.695","November 17, 22","0.0293",
"2022-11-16","149.13","149.87","147.29","148.79","147.08","64218300","64218300","-0.34","-0.22799","148.77","November 16, 22","-0.0022799",
"2022-11-15","152.22","153.59","148.56","150.04","148.32","89868332","89868332","-2.18","-1.43","151.1025","November 15, 22","-0.0143",
"2022-11-14","148.97","150.28","147.43","148.28","146.58","73374114","73374114","-0.69","-0.46318","148.74","November 14, 22","-0.0046318",
"2022-11-11","145.82","150.01","144.37","149.7","147.98","93979700","93979700","3.88","2.66","147.475","November 11, 22","0.0266",
"2022-11-10","141.24","146.87","139.5","146.87","145.18","118854028","118854028","5.63","3.99","143.62","November 10, 22","0.0399",
"2022-11-09","138.5","138.55","134.59","134.87","133.32","74917800","74917800","-3.63","-2.62","136.6275","November 09, 22","-0.0262",
"2022-11-08","140.41","141.43","137.49","139.5","137.9","89908500","89908500","-0.91","-0.6481","139.7075","November 08, 22","-0.006481",
"2022-11-07","137.11","139.15","135.67","138.92","137.32","83374628","83374628","1.81","1.32","137.7125","November 07, 22","0.0132",
"2022-11-04","142.09","142.67","134.38","138.38","136.79","140814800","140814800","-3.71","-2.61","139.38","November 04, 22","-0.0261",
"2022-11-03","142.06","142.8","138.75","138.88","137.06","97918516","97918516","-3.18","-2.24","140.6225","November 03, 22","-0.0224",
"2022-11-02","148.95","152.17","145","145.03","143.13","93604623","93604623","-3.91","-2.63","147.7875","November 02, 22","-0.0263",
"2022-11-01","155.08","155.45","149.13","150.65","148.67","80379345","80379345","-4.43","-2.86","152.5775","November 01, 22","-0.0286",
"2022-10-31","153.16","154.24","151.92","153.34","151.33","97943200","97943200","0.185","0.11752","153.165","October 31, 22","0.0011752",
"2022-10-28","148.2","157.5","147.82","155.74","153.7","164762400","164762400","7.54","5.09","152.315","October 28, 22","0.0509",
"2022-10-27","148.07","149.05","144.13","144.8","142.9","109180200","109180200","-3.27","-2.21","146.5125","October 27, 22","-0.0221",
"2022-10-26","150.96","151.99","148.04","149.35","147.39","88436172","88436172","-1.61","-1.07","150.085","October 26, 22","-0.0107",
"2022-10-25","150.09","152.49","149.36","152.34","150.34","74732300","74732300","2.25","1.5","151.07","October 25, 22","0.015",
"2022-10-24","147.19","150.23","146","149.45","147.49","75981918","75981918","2.26","1.54","148.2175","October 24, 22","0.0154",
"2022-10-21","142.87","147.85","142.65","147.27","145.34","86548609","86548609","4.4","3.08","145.16","October 21, 22","0.0308",
"2022-10-20","143.02","145.89","142.65","143.39","141.51","64522000","64522000","0.37","0.25871","143.7375","October 20, 22","0.0025871",
"2022-10-19","141.69","144.95","141.5","143.86","141.97","61758340","61758340","2.17","1.53","143","October 19, 22","0.0153",
"2022-10-18","145.49","146.7","140.61","143.75","141.86","99136610","99136610","-1.74","-1.2","144.1375","October 18, 22","-0.012",
"2022-10-17","141.07","142.9","140.27","142.41","140.54","85250939","85250939","1.34","0.94988","141.6625","October 17, 22","0.0094988",
"2022-10-14","144.31","144.52","138.19","138.38","136.56","88598000","88598000","-5.93","-4.11","141.35","October 14, 22","-0.0411",
"2022-10-13","134.99","143.59","134.37","142.99","141.11","113224000","113224000","8","5.93","138.985","October 13, 22","0.0593",
"2022-10-12","139.13","140.36","138.16","138.34","136.52","70433744","70433744","-0.79","-0.56781","138.9975","October 12, 22","-0.0056781",
"2022-10-11","139.9","141.35","138.22","138.98","137.16","77033700","77033700","-0.92","-0.65761","139.6125","October 11, 22","-0.0065761",
"2022-10-10","140.42","141.89","138.57","140.42","138.58","74899002","74899002","0","0","140.325","October 10, 22","0",
"2022-10-07","142.54","143.1","139.45","140.09","138.25","85925600","85925600","-2.45","-1.72","141.295","October 07, 22","-0.0172",
"2022-10-06","145.81","147.54","145.22","145.43","143.52","68402200","68402200","-0.38","-0.26061","146","October 06, 22","-0.0026061",
"2022-10-05","144.07","147.38","143.01","146.4","144.48","79471000","79471000","2.33","1.62","145.215","October 05, 22","0.0162",
"2022-10-04","145.03","146.22","144.26","146.1","144.18","87830100","87830100","1.07","0.73778","145.4025","October 04, 22","0.0073778",
"2022-10-03","138.21","143.07","137.69","142.45","140.58","114311700","114311700","4.24","3.07","140.355","October 03, 22","0.0307",
"2022-09-30","141.28","143.1","138","138.2","136.39","124925300","124925300","-3.08","-2.18","140.145","September 30, 22","-0.0218",
"2022-09-29","146.1","146.72","140.68","142.48","140.61","128138237","128138237","-3.62","-2.48","143.995","September 29, 22","-0.0248",
"2022-09-28","147.64","150.64","144.84","149.84","147.87","146691400","146691400","2.2","1.49","148.24","September 28, 22","0.0149",
"2022-09-27","152.74","154.72","149.95","151.76","149.77","84442741","84442741","-0.98","-0.64161","152.2925","September 27, 22","-0.0064161",
"2022-09-26","149.66","153.77","149.64","150.77","148.79","93339409","93339409","1.11","0.74168","150.96","September 26, 22","0.0074168",
"2022-09-23","151.19","151.47","148.56","150.43","148.45","96029909","96029909","-0.76","-0.50268","150.4125","September 23, 22","-0.0050268",
"2022-09-22","152.38","154.47","150.91","152.74","150.73","86652542","86652542","0.36","0.23625","152.625","September 22, 22","0.0023625",
"2022-09-21","157.34","158.74","153.6","153.72","151.7","101696800","101696800","-3.62","-2.3","155.85","September 21, 22","-0.023",
"2022-09-20","153.4","158.08","153.08","156.9","154.84","107689800","107689800","3.5","2.28","155.365","September 20, 22","0.0228",
"2022-09-19","149.31","154.56","149.1","154.48","152.45","81474246","81474246","5.17","3.46","151.8625","September 19, 22","0.0346",
"2022-09-16","151.21","151.35","148.37","150.7","148.72","162278841","162278841","-0.51","-0.33728","150.4075","September 16, 22","-0.0033728",
"2022-09-15","154.65","155.24","151.38","152.37","150.37","90481110","90481110","-2.28","-1.47","153.41","September 15, 22","-0.0147",
"2022-09-14","154.79","157.1","153.61","155.31","153.27","87965409","87965409","0.525","0.33594","155.2025","September 14, 22","0.0033594",
"2022-09-13","159.9","160.54","153.37","153.84","151.82","122656614","122656614","-6.06","-3.79","156.9125","September 13, 22","-0.0379",
"2022-09-12","159.59","164.26","159.3","163.43","161.28","104956000","104956000","3.84","2.41","161.645","September 12, 22","0.0241",
"2022-09-09","155.47","157.82","154.75","157.37","155.3","68081006","68081006","1.9","1.22","156.3525","September 09, 22","0.0122",
"2022-09-08","154.64","156.36","152.68","154.46","152.43","84923847","84923847","-0.18","-0.1164","154.535","September 08, 22","-0.001164",
"2022-09-07","154.82","156.67","153.61","155.96","153.91","87449600","87449600","1.14","0.73634","155.265","September 07, 22","0.0073634",
"2022-09-06","156.47","157.09","153.69","154.53","152.5","73714843","73714843","-1.94","-1.24","155.445","September 06, 22","-0.0124",
"2022-09-02","159.75","160.36","154.97","155.81","153.76","76957800","76957800","-3.94","-2.47","157.7225","September 02, 22","-0.0247",
"2022-09-01","156.64","158.42","154.67","157.96","155.89","74229900","74229900","1.32","0.8427","156.9225","September 01, 22","0.008427",
"2022-08-31","160.31","160.58","157.14","157.22","155.16","87991100","87991100","-3.09","-1.93","158.8125","August 31, 22","-0.0193",
"2022-08-30","162.13","162.56","157.72","158.91","156.82","77906200","77906200","-3.22","-1.99","160.33","August 30, 22","-0.0199",
"2022-08-29","161.15","162.9","159.82","161.38","159.26","73314000","73314000","0.235","0.14272","161.3125","August 29, 22","0.0014272",
"2022-08-26","170.57","171.05","163.56","163.62","161.47","78961000","78961000","-6.95","-4.07","167.2","August 26, 22","-0.0407",
"2022-08-25","168.78","170.14","168.35","170.03","167.8","51218209","51218209","1.25","0.74061","169.325","August 25, 22","0.0074061",
"2022-08-24","167.32","168.11","166.25","167.53","165.33","53841524","53841524","0.21","0.12551","167.3025","August 24, 22","0.0012551",
"2022-08-23","167.08","168.71","166.65","167.23","165.03","54147100","54147100","0.15","0.08977735","167.4175","August 23, 22","0.0008977735",
"2022-08-22","169.69","169.86","167.14","167.57","165.37","69026809","69026809","-2.12","-1.25","168.565","August 22, 22","-0.0125",
"2022-08-19","173.03","173.74","171.31","171.52","169.27","70346300","70346300","-1.51","-0.87268","172.4","August 19, 22","-0.0087268",
"2022-08-18","173.75","174.9","173.12","174.15","171.86","62290100","62290100","0.4","0.23022","173.98","August 18, 22","0.0023022",
"2022-08-17","172.77","176.15","172.57","174.55","172.26","79542037","79542037","1.78","1.03","174.01","August 17, 22","0.0103",
"2022-08-16","172.78","173.71","171.66","173.03","170.76","56377100","56377100","0.25","0.14469","172.795","August 16, 22","0.0014469",
"2022-08-15","171.52","173.39","171.35","173.19","170.92","54091700","54091700","1.67","0.97365","172.3625","August 15, 22","0.0097365",
"2022-08-12","169.82","172.17","169.4","172.1","169.84","68039400","68039400","2.28","1.34","170.8725","August 12, 22","0.0134",
"2022-08-11","170.06","170.99","168.19","168.49","166.28","57149200","57149200","-1.57","-0.9232","169.4325","August 11, 22","-0.009232",
"2022-08-10","167.68","169.34","166.9","169.24","167.02","70170540","70170540","1.56","0.93034","168.29","August 10, 22","0.0093034",
"2022-08-09","164.02","165.82","163.25","164.92","162.75","63135503","63135503","0.9","0.54871","164.5025","August 09, 22","0.0054871",
"2022-08-08","166.37","167.81","164.2","164.87","162.71","60362338","60362338","-1.5","-0.9016","165.8125","August 08, 22","-0.009016",
"2022-08-05","163.21","165.85","163","165.35","163.18","56697000","56697000","2.14","1.31","164.3525","August 05, 22","0.0131",
"2022-08-04","166.01","167.19","164.43","165.81","163.41","55474144","55474144","-0.195","-0.12047","165.86","August 04, 22","-0.0012047",
"2022-08-03","160.84","166.59","160.75","166.13","163.72","82507500","82507500","5.29","3.29","163.5775","August 03, 22","0.0329",
"2022-08-02","160.1","162.41","159.63","160.01","157.69","59907025","59907025","-0.09","-0.05621487","160.5375","August 02, 22","-0.0005621487",
"2022-08-01","161.01","163.59","160.89","161.51","159.17","67829400","67829400","0.5","0.31054","161.75","August 01, 22","0.0031054",
"2022-07-29","161.24","163.63","159.5","162.51","160.15","101786900","101786900","1.27","0.78765","161.72","July 29, 22","0.0078765",
"2022-07-28","156.98","157.64","154.41","157.35","155.07","81378731","81378731","0.37","0.2357","156.595","July 28, 22","0.002357",
"2022-07-27","152.58","157.33","152.16","156.79","154.52","78620700","78620700","4.21","2.76","154.715","July 27, 22","0.0276",
"2022-07-26","152.26","153.09","150.8","151.6","149.4","55138700","55138700","-0.665","-0.43347","151.9375","July 26, 22","-0.0043347",
"2022-07-25","154.01","155.04","152.28","152.95","150.73","53623945","53623945","-1.06","-0.68827","153.57","July 25, 22","-0.0068827",
"2022-07-22","155.39","156.28","153.41","154.09","151.86","66675408","66675408","-1.3","-0.8366","154.7925","July 22, 22","-0.008366",
"2022-07-21","154.5","155.57","151.94","155.35","153.1","65086636","65086636","0.85","0.55016","154.34","July 21, 22","0.0055016",
"2022-07-20","151.12","153.72","150.37","153.04","150.82","64823413","64823413","1.92","1.27","152.0625","July 20, 22","0.0127",
"2022-07-19","147.92","151.23","146.91","151","148.81","82982400","82982400","3.08","2.08","149.265","July 19, 22","0.0208",
"2022-07-18","150.74","151.57","146.7","147.07","144.94","81420900","81420900","-3.67","-2.43","149.02","July 18, 22","-0.0243",
"2022-07-15","149.78","150.86","148.2","150.17","147.99","76259931","76259931","0.39","0.26038","149.7525","July 15, 22","0.0026038",
"2022-07-14","144.08","148.95","143.25","148.47","146.32","78140744","78140744","4.39","3.05","146.1875","July 14, 22","0.0305",
"2022-07-13","142.99","146.45","142.12","145.49","143.38","71185600","71185600","2.5","1.75","144.2625","July 13, 22","0.0175",
"2022-07-12","145.76","148.45","145.05","145.86","143.75","77588800","77588800","0.1","0.06860593","146.28","July 12, 22","0.0006860593",
"2022-07-11","145.67","146.64","143.78","144.87","142.77","63305113","63305113","-0.8","-0.54919","145.24","July 11, 22","-0.0054919",
"2022-07-08","145.26","147.55","145","147.04","144.91","64547800","64547800","1.78","1.23","146.2125","July 08, 22","0.0123",
"2022-07-07","143.29","146.55","143.28","146.35","144.23","66253709","66253709","3.06","2.14","144.8675","July 07, 22","0.0214",
"2022-07-06","141.35","144.12","141.08","142.92","140.85","74064300","74064300","1.56","1.11","142.3675","July 06, 22","0.0111",
"2022-07-05","137.77","141.61","136.93","141.56","139.51","73429641","73429641","3.79","2.75","139.4675","July 05, 22","0.0275",
"2022-07-01","136.04","139.04","135.66","138.93","136.92","71051600","71051600","2.89","2.12","137.4175","July 01, 22","0.0212",
